Unnamed..0,Name,Parliament,b1_nummer,achternaam,voorletters,voorna_a_m_en,roepnaam,prepositie,geslacht,partij_en_fractie_s,begin_periode,einde_periode
107,Willem Hendrik de Beaufort,1897-1901,00071,Beaufort,W.H.,Willem Hendrik,NA,de,m,liberaal;oud- of vrije liberalen;Vrij-Liberalen,1877-04-23,1918-04-01
108,Floris Willem van Styrum,1897-1901,01324,Styrum,F.W.,Floris Willem,NA,van,m,oud- of vrije liberalen,1900-05-31,1909-09-20
109,Jan Schaper,1897-1901,01191,Schepel,J.,Jan,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;'club-Pyttersen';vrijzinnig-democratische kamerclub,1874-04-29,1901-09-16
0,Jean Arnoldts,1901-1905,00032,Arnoldts,M.J.G.J.,Marie Joseph Goswin Jean,Jean,NA,m,Rooms-Katholieken,1901-09-17,1903-06-27
1,Antoine Arts,1901-1905,01036,Plate,A.,Antoine,NA,NA,m,liberaal;oud- of vrije liberalen,1893-02-28,1909-09-20
2,Isaäc Burchard Diederik van den Berch van Heemstede,1901-1905,00087,Berch van Heemstede,I.B.D.,Isaäc Burchard Diederik,NA,van den,m,Bahlmanniaan ('Centrum') ;Rooms-Katholieken;Algemeene Bond (RKSP),1891-09-15,1916-07-31
3,Frans Jozef Bolsius,1901-1905,00153,Bolsius,F.J.,Frans Jozef,Frans,NA,m,Rooms-Katholieken;Algemeene Bond (RKSP),1900-09-18,1913-09-15
4,Wilhelmus Jacobus Mattheüs Christianus Friesen,1901-1905,00427,Friesen,W.J.M.Ch.,Wilhelmus Jacobus Mattheüs Christianus,NA,NA,m,Rooms-Katholieken,1901-09-17,1905-09-18
5,Petrus Franciscus Fruytier,1901-1905,00430,Fruytier,P.F.,Petrus Franciscus,NA,NA,m,Rooms-Katholieken;Algemeene Bond (RKSP),1901-09-17,1922-07-23
6,Vincentius Adrianus Maria van den Heuvel,1901-1905,00574,Heuvel,V.A.M.,Vincentius Adrianus Maria,Vincent,van den,m,Rooms-Katholieken;Algemeene Bond (RKSP),1898-11-22,1910-09-20
7,Maximilien Joseph Caspar Marie Kolkman,1901-1905,00727,Kolkman,M.J.C.M.,Maximilien Joseph Caspar Marie,NA,NA,m,Schaepmaniaan;Rooms-Katholieken;Algemeene Bond (RKSP),1884-05-06,1924-02-18
8,Emile Alexis Marie van der Kun,1901-1905,00763,Kun,E.A.M.,Emile Alexis Marie,NA,van der,m,Bahlmanniaan ('Centrum') ;Rooms-Katholieken,1892-12-13,1905-09-18
9,Joseph Mathias Maria Hubertus Merckelbach,1901-1905,00904,Merckelbach,J.M.M.H.,Joseph Matthias Maria Hubertus,NA,NA,m,Rooms-Katholieken,1897-09-21,1905-09-18
10,Louis Michiels van Verduynen,1901-1905,00923,Michiels van Verduynen,L.P.M.H.,Louis Paul Marie Hubert,NA,baron,m,Bahlmanniaan ('Centrum') ;Rooms-Katholieken;Algemeene Bond (RKSP),1888-05-01,1905-09-30
11,Willem Mutsaers,1901-1905,00951,Mutsaers,W.P.A.,Wilhelmus Petrus Adrianus,Willem,NA,m,Bahlmanniaan ('Centrum') ;Rooms-Katholieken,1889-03-19,1905-09-18
12,Octaaf van Nispen,1901-1905,00766,Kuyper,A.,Abraham,Abraham,NA,m,antirevolutionair;ARP,1874-03-20,1912-09-17
13,Wiel Nolens,1901-1905,00983,Nolting,P.,Pieter,Piet,NA,m,Radicale Bond;VDB,1897-09-21,1909-09-20
14,Willem Caspar Joseph Passtoors,1901-1905,01020,Passtoors,W.C.J.,Willem Caspar Joseph,NA,NA,m,Rooms-Katholieken;Algemeene Bond (RKSP),1901-03-05,1913-09-15
15,Lambert de Ram,1901-1905,01079,Ram,L.D.J.L.,Lambertus Dominicus Johannes Ludovicus,Lambert,de,m,Bahlmanniaan ('Centrum') ;Rooms-Katholieken;Algemeene Bond (RKSP),1888-05-01,1913-09-15
16,Martin de Ras,1901-1905,01085,Ras,M.,Martinus,Martin,de,m,Bahlmanniaan ('Centrum') ;Rooms-Katholieken,1892-07-20,1902-03-15
17,Karel Raymakers,1901-1905,01087,Raymakers,C.A.M.,Carolus Antonius Maria,Karel,NA,m,Rooms-Katholieken,1901-09-17,1905-09-18
18,Alexander van Sasse van Ysselt,1901-1905,01172,Sasse van Ysselt,A.F.O.,Alexander Frederik Oscar,NA,van,m,Rooms-Katholieken;Algemeene Bond (RKSP),1901-09-17,1929-09-16
19,Herman Schaepman,1901-1905,01180,Schaepman,H.J.A.M.,Hermanus Johannes Aloysius Maria,Herman,NA,m,Schaepmaniaan;Rooms-Katholieken,1880-07-15,1903-01-20
20,Victor de Stuers,1901-1905,01320,Stuers,V.E.L.,Victor Eugène Louis,Victor,de,m,Rooms-Katholieken;Algemeene Bond (RKSP),1901-12-09,1916-03-20
21,Jacobus Antonius Nicolaas Travaglino,1901-1905,01374,Travaglino,J.A.N.,Jacobus Antonius Nicolaas,NA,NA,m,Bahlmanniaan ('Centrum') ;Rooms-Katholieken,1888-05-01,1905-05-22
22,Bernardus Reinierus Franciscus van Vlijmen,1901-1905,01458,Vlijmen,B.R.F.,Bernardus Reinierus Franciscus,NA,van,m,Bahlmanniaan ('Centrum') ;Rooms-Katholieken;Algemeene Bond (RKSP),1888-05-01,1918-09-16
23,Franciscus Hubertus van Wichen,1901-1905,01538,Wichen,F.H.,Franciscus Hubertus,NA,van,m,Rooms-Katholieken;Algemeene Bond (RKSP),1901-09-17,1916-11-03
24,Stephanus Martinus van Wijck,1901-1905,01573,Wijck,S.M.,Stephanus Martinus,NA,van,m,Rooms-Katholieken,1901-09-17,1904-02-05
25,Jan van Alphen,1901-1905,00019,Alphen,J.,Jan,Jan,van,m,antirevolutionair;ARP,1884-12-08,1908-09-08
26,Hubert van Asch van Wijck,1901-1905,00039,Asch van Wijck,H.W.,Hubert Willem,Hubert,van,m,ARP,1901-09-17,1913-09-15
27,Lodewijk Henrick Johan Mari van Asch van Wijck,1901-1905,00040,Asch van Wijck,L.H.J.M.,Lodewijk Henrick Johan Mari,NA,van,m,ARP,1897-09-21,1903-01-31
28,Allard van der Borch van Verwolde,1901-1905,00163,Borch van Verwolde,A.Ph.R.C.,Allard Philip Reinier Carel,NA,baron van der,m,antirevolutionair;ARP,1884-07-29,1913-09-15
29,Anthony Brummelkamp jr.,1901-1905,00228,Brummelkamp,A.,Anthony,NA,NA,m,ARP,1897-09-21,1918-09-16
30,Lodewijk Duymaer van Twist,1901-1905,00354,Duymaer van Twist,L.F.,Lodewijk Franciscus,NA,NA,m,ARP,1901-09-17,1946-06-03
31,Theo Heemskerk,1901-1905,00540,Heemskerk,Th.,Theodorus,Theo,NA,m,antirevolutionair;ARP,1888-05-01,1932-06-11
32,Schelto van Heemstra,1901-1905,00543,Heemstra,S.,Schelto,NA,baron van,m,ARP,1897-09-21,1911-12-19
33,Alexander Willem Frederik Idenburg,1901-1905,00623,Idenburg,A.W.F.,Alexander Willem Frederik,NA,NA,m,ARP,1901-09-17,1902-09-25
34,Antonius Everdinus van Kempen,1901-1905,00678,Kempen,A.E.,Antonius Everdinus,NA,van,m,ARP,1897-09-21,1902-10-27
35,Johannes Krap,1901-1905,00750,Krap,J.,Johannes,NA,NA,m,ARP,1897-09-21,1905-09-18
36,Alexander Dirk Peter Valentijn van Löben Sels,1901-1905,00832,Löben Sels,A.D.P.V.,Alexander Dirk Peter Valentijn,NA,van,m,ARP,1901-09-17,1905-09-18
37,Christiaan Lucasse,1901-1905,00849,Lucasse,Ch.,Christiaan,NA,NA,m,antirevolutionair;ARP,1888-05-01,1909-09-20
38,Hendrik Okma,1901-1905,00995,Okma,H.,Hendrik,NA,NA,m,ARP,1901-09-17,1907-10-24
39,Jozef Jan Pompe van Meerdervoort,1901-1905,01050,Pompe van Meerdervoort,J.J.,Jozef Jan,NA,NA,m,antirevolutionair;ARP,1881-09-20,1905-09-18
40,Nicolaas de Ridder,1901-1905,01110,Ridder,N.,Nicolaas,NA,de,m,ARP,1901-10-09,1909-11-19
41,Hendrik Seret,1901-1905,01238,Seret,H.,Hendrik,NA,NA,m,antirevolutionair;ARP,1880-10-04,1905-09-18
42,Nanne Sluis Pzn.,1901-1905,01263,Sluis,N.,Nanne,Nanne,NA,m,ARP,1901-09-17,1905-09-18
43,Syb Talma,1901-1905,01340,Talma,A.S.,Aritius Sybrandus,Syb,NA,m,ARP,1901-09-17,1908-02-11
44,Henri Adolphe van de Velde,1901-1905,01400,Velde,H.A.,Henri Adolphe,NA,van de,m,antirevolutionair;ARP,1890-04-29,1918-09-16
45,Pieter van Vliet,1901-1905,01454,Vliet,P.,Pieter,Pieter,van,m,ARP,1901-09-17,1918-09-16
46,Jan Hendrik de Waal Malefijt,1901-1905,01498,Waal Malefijt,J.H.,Jan Hendrik,Jan Hendrik,de,m,ARP,1897-09-21,1909-08-15
47,Klaas de Boer Czn.,1901-1905,00144,Boer,K.,Klaas,NA,de,m,Radicale Bond;vrijzinnig-democratische kamerclub;Liberale Unie,1894-05-16,1909-09-20
48,Jacob Theodoor Cremer,1901-1905,00279,Cremer,J.Th.,Jacob Theodoor,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub,1884-11-17,1905-09-18
